Image File,Caption,Tokenized Caption,Encoded Tokens
img/insta27986,<start> au revoir Paris... <end>,"['<start>', 'au', 'revoir', 'paris', '...', '<end>']","[2, 3223, 3224, 160, 1, 3]"
img/insta27987,<start> back to school... Chhapaak <end>,"['<start>', 'back', 'to', 'school', '...', 'chhapaak', '<end>']","[2, 51, 9, 319, 1, 3443, 3]"
img/insta27989,<start>   harryjoshhair  hungvanngo <end>,"['<start>', 'harryjoshhair', 'hungvanngo', '<end>']","[2, 11787, 11788, 3]"
img/insta27991,<start> you can never own too much denim... <end>,"['<start>', 'you', 'can', 'never', 'own', 'too', 'much', 'denim', '...', '<end>']","[2, 7, 101, 113, 376, 97, 79, 986, 1, 3]"
img/insta27998,<start> much to celebrate... <end>,"['<start>', 'much', 'to', 'celebrate', '...', '<end>']","[2, 79, 9, 2431, 1, 3]"
img/insta28000,<start> GQ gqindia <end>,"['<start>', 'gq', 'gqindia', '<end>']","[2, 743, 2627, 3]"
img/insta28001,<start> soaking in some  GQ gqindia <end>,"['<start>', 'soaking', 'in', 'some', 'gq', 'gqindia', '<end>']","[2, 11789, 10, 98, 743, 2627, 3]"
img/insta28004,<start> power of pink... <end>,"['<start>', 'power', 'of', 'pink', '...', '<end>']","[2, 701, 19, 168, 1, 3]"
img/insta28009,<start>  coffeewithkaran <end>,"['<start>', 'coffeewithkaran', '<end>']","[2, 11790, 3]"
img/insta28013,<start> a day well spent... <end>,"['<start>', 'a', 'day', 'well', 'spent', '...', '<end>']","[2, 8, 36, 379, 2073, 1, 3]"
img/insta28015,<start>  worldrollercoasterday <end>,"['<start>', 'worldrollercoasterday', '<end>']","[2, 11791, 3]"
img/insta28018,<start> that moment before the ! <end>,"['<start>', 'that', 'moment', 'before', 'the', '!', '<end>']","[2, 61, 286, 214, 5, 133, 3]"
img/insta28019,<start> sunshine in my turtleneck... <end>,"['<start>', 'sunshine', 'in', 'my', 'turtleneck', '...', '<end>']","[2, 540, 10, 4, 11792, 1, 3]"
img/insta28020,<start> the dream team madametussauds  <end>,"['<start>', 'the', 'dream', 'team', 'madametussauds', '<end>']","[2, 5, 317, 180, 2626, 3]"
img/insta28021,"<start> tomboy...then,now & forever... <end>","['<start>', 'tomboy', '...', 'then', ',', 'now', '&', 'forever', '...', '<end>']","[2, 4515, 1, 388, 1, 45, 25, 167, 1, 3]"
img/insta28022,<start> It’s all about the details  <end>,"['<start>', 'it', '’', 's', 'all', 'about', 'the', 'details', '<end>']","[2, 20, 1, 468, 32, 115, 5, 836, 3]"
img/insta28023,<start>  London <end>,"['<start>', 'london', '<end>']","[2, 186, 3]"
img/insta28024,"<start> upside down,inside out!!! <end>","['<start>', 'upside', 'down', ',', 'inside', 'out', '!', '!', '!', '<end>']","[2, 2506, 208, 1, 485, 30, 133, 133, 133, 3]"
img/insta28025,<start> Selamat Datang... <end>,"['<start>', 'selamat', 'datang', '...', '<end>']","[2, 11793, 11794, 1, 3]"
img/insta28026,<start> caught in the act... <end>,"['<start>', 'caught', 'in', 'the', 'act', '...', '<end>']","[2, 491, 10, 5, 993, 1, 3]"
img/insta28027,<start> just realised there’s no white flower emoji? <end>,"['<start>', 'just', 'realised', 'there', '’', 's', 'no', 'white', 'flower', 'emoji', '?', '<end>']","[2, 31, 11795, 201, 1, 468, 74, 358, 1650, 2952, 412, 3]"
img/insta28028,<start> birds of a feather......(you get the drift!) <end>,"['<start>', 'birds', 'of', 'a', 'feather', '......', '(', 'you', 'get', 'the', 'drift', '!', ')', '<end>']","[2, 5095, 19, 8, 11797, 1, 615, 7, 64, 5, 1, 133, 530, 3]"
img/insta28030,<start> room with a view... home <end>,"['<start>', 'room', 'with', 'a', 'view', '...', 'home', '<end>']","[2, 307, 13, 8, 363, 1, 80, 3]"
img/insta28032,<start> forever! prabalgurung <end>,"['<start>', 'forever', '!', 'prabalgurung', '<end>']","[2, 167, 133, 5057, 3]"
img/insta28033,<start> wise wise words... wordsofwisdom <end>,"['<start>', 'wise', 'wise', 'words', '...', 'wordsofwisdom', '<end>']","[2, 3325, 3325, 721, 1, 11801, 3]"
img/insta28034,<start>  art fanart <end>,"['<start>', 'art', 'fanart', '<end>']","[2, 433, 2084, 3]"
img/insta28035,<start>  budlove <end>,"['<start>', 'budlove', '<end>']","[2, 5096, 3]"
img/insta28037,<start>  reflections... nofilter <end>,"['<start>', 'reflections', '...', 'nofilter', '<end>']","[2, 11802, 1, 1028, 3]"
img/insta28038,<start>  budlove <end>,"['<start>', 'budlove', '<end>']","[2, 5096, 3]"
img/insta28040,<start> love is the only gold-Lord Tennyson  tingslondon <end>,"['<start>', 'love', 'is', 'the', 'only', 'gold-lord', 'tennyson', 'tingslondon', '<end>']","[2, 11, 18, 5, 164, 11803, 11804, 3446, 3]"
img/insta28041,<start> lady in....eerrrr.....Black! tingslondon <end>,"['<start>', 'lady', 'in', '....', 'eerrrr', '.....', 'black', '!', 'tingslondon', '<end>']","[2, 298, 10, 1, 11805, 1, 190, 133, 3446, 3]"
img/insta28042,<start> not a sprain in my neck...I swear! tingslondon <end>,"['<start>', 'not', 'a', 'sprain', 'in', 'my', 'neck', '...', 'i', 'swear', '!', 'tingslondon', '<end>']","[2, 84, 8, 11807, 10, 4, 2255, 1, 6, 1095, 133, 3446, 3]"
img/insta28043,<start>  fanart <end>,"['<start>', 'fanart', '<end>']","[2, 2084, 3]"
img/insta28044,<start> these are a few of my favourite things!!! <end>,"['<start>', 'these', 'are', 'a', 'few', 'of', 'my', 'favourite', 'things', '!', '!', '!', '<end>']","[2, 75, 43, 8, 688, 19, 4, 870, 277, 133, 133, 133, 3]"
img/insta28045,<start> LOVE!!! fanart <end>,"['<start>', 'love', '!', '!', '!', 'fanart', '<end>']","[2, 11, 133, 133, 133, 2084, 3]"
img/insta28046,<start> because every picture has a story to tell(Part 2)... <end>,"['<start>', 'because', 'every', 'picture', 'has', 'a', 'story', 'to', 'tell', '(', 'part', '2', ')', '...', '<end>']","[2, 501, 408, 399, 226, 8, 519, 9, 357, 615, 425, 93, 530, 1, 3]"
img/insta28047,<start> because every picture has a story to tell... <end>,"['<start>', 'because', 'every', 'picture', 'has', 'a', 'story', 'to', 'tell', '...', '<end>']","[2, 501, 408, 399, 226, 8, 519, 9, 357, 1, 3]"
img/insta28067,<start>  nofilterneeded <end>,"['<start>', 'nofilterneeded', '<end>']","[2, 11812, 3]"
img/insta28069,<start> home away from home... <end>,"['<start>', 'home', 'away', 'from', 'home', '...', '<end>']","[2, 80, 410, 52, 80, 1, 3]"
img/insta28072,<start> pretending like I know how this is done... <end>,"['<start>', 'pretending', 'like', 'i', 'know', 'how', 'this', 'is', 'done', '...', '<end>']","[2, 11813, 37, 6, 90, 77, 16, 18, 362, 1, 3]"
img/insta28073,<start>  hellomagindia <end>,"['<start>', 'hellomagindia', '<end>']","[2, 11814, 3]"
img/insta28078,<start>  PADMAAVAT <end>,"['<start>', 'padmaavat', '<end>']","[2, 11815, 3]"
img/insta28080,<start> mera chain rain nain apne saath le gaya... (link in bio) <end>,"['<start>', 'mera', 'chain', 'rain', 'nain', 'apne', 'saath', 'le', 'gaya', '...', '(', 'link', 'in', 'bio', ')', '<end>']","[2, 3447, 1414, 796, 11816, 11817, 11818, 1755, 2085, 1, 615, 135, 10, 142, 530, 3]"
img/insta28081,<start> my first pair! <end>,"['<start>', 'my', 'first', 'pair', '!', '<end>']","[2, 4, 132, 2214, 133, 3]"
img/insta28083,<start> RIP ShammiJi <end>,"['<start>', 'rip', 'shammiji', '<end>']","[2, 537, 11820, 3]"
img/insta28084,<start> these beauties!!! nike nikereact instantgo <end>,"['<start>', 'these', 'beauties', '!', '!', '!', 'nike', 'nikereact', 'instantgo', '<end>']","[2, 75, 1532, 133, 133, 133, 1024, 11822, 11823, 3]"
img/insta28085,<start> my attempt at poetry in the 7th grade! <end>,"['<start>', 'my', 'attempt', 'at', 'poetry', 'in', 'the', '7th', 'grade', '!', '<end>']","[2, 4, 3448, 22, 11824, 10, 5, 5097, 1329, 133, 3]"
img/insta28086,<start> roses in full bloom...(my attempt at gardening) <end>,"['<start>', 'roses', 'in', 'full', 'bloom', '...', '(', 'my', 'attempt', 'at', 'gardening', ')', '<end>']","[2, 1434, 10, 439, 4662, 1, 615, 4, 3448, 22, 1, 530, 3]"
img/insta28087,<start> adorable(& not so little)on set buddy! <end>,"['<start>', 'adorable', '(', '&', 'not', 'so', 'little', ')', 'on', 'set', 'buddy', '!', '<end>']","[2, 2475, 615, 25, 84, 24, 44, 530, 17, 204, 453, 133, 3]"
img/insta28088,<start> fanart FanFriday <end>,"['<start>', 'fanart', 'fanfriday', '<end>']","[2, 2084, 11829, 3]"
img/insta28089,<start>  guesswho ??? <end>,"['<start>', 'guesswho', '?', '?', '?', '<end>']","[2, 4903, 412, 412, 412, 3]"
img/insta28090,<start> sundayfunday  <end>,"['<start>', 'sundayfunday', '<end>']","[2, 11830, 3]"
img/insta28097,<start> Parisian Sky... <end>,"['<start>', 'parisian', 'sky', '...', '<end>']","[2, 1762, 460, 1, 3]"
img/insta28098,<start> Happy Birthday Sky nofilter <end>,"['<start>', 'happy', 'birthday', 'sky', 'nofilter', '<end>']","[2, 21, 39, 460, 1028, 3]"
img/insta28099,<start> Happy Mornings... <end>,"['<start>', 'happy', 'mornings', '...', '<end>']","[2, 21, 910, 1, 3]"
img/insta28101,<start>  la.vie.decor <end>,"['<start>', 'la.vie.decor', '<end>']","[2, 1, 3]"
img/insta28104,<start> forever friends... aditya__narayan <end>,"['<start>', 'forever', 'friends', '...', 'aditya__narayan', '<end>']","[2, 167, 143, 1, 11833, 3]"
img/insta28132,<start> Presenting... Ghoomar OutNow Padmavati <end>,"['<start>', 'presenting', '...', 'ghoomar', 'outnow', 'padmavati', '<end>']","[2, 4884, 1, 11834, 11835, 3449, 3]"
img/insta28134,<start> Ranveer Singh as Khilji <end>,"['<start>', 'ranveer', 'singh', 'as', 'khilji', '<end>']","[2, 11836, 3415, 154, 11837, 3]"
img/insta28136,<start> knew I was doing something right!!! clip <end>,"['<start>', 'knew', 'i', 'was', 'doing', 'something', 'right', '!', '!', '!', 'clip', '<end>']","[2, 924, 6, 73, 446, 775, 119, 133, 133, 133, 3335, 3]"
img/insta28137,<start> MaharawalRatanSingh Padmavati FilmPadmavati <end>,"['<start>', 'maharawalratansingh', 'padmavati', 'filmpadmavati', '<end>']","[2, 11838, 3449, 5099, 3]"
img/insta28139,<start> Padmavati FilmPadmavati <end>,"['<start>', 'padmavati', 'filmpadmavati', '<end>']","[2, 3449, 5099, 3]"
img/insta28143,<start> this new beauty! bottegaveneta <end>,"['<start>', 'this', 'new', 'beauty', '!', 'bottegaveneta', '<end>']","[2, 16, 23, 452, 133, 11839, 3]"
img/insta28144,<start>  feminaindia unstoppable <end>,"['<start>', 'feminaindia', 'unstoppable', '<end>']","[2, 5100, 5065, 3]"
img/insta28145,<start> vanityfair vanityfairuk <end>,"['<start>', 'vanityfair', 'vanityfairuk', '<end>']","[2, 1472, 11840, 3]"
img/insta28146,<start> current favourite! <end>,"['<start>', 'current', 'favourite', '!', '<end>']","[2, 1663, 870, 133, 3]"
img/insta28147,<start> that kind of day... <end>,"['<start>', 'that', 'kind', 'of', 'day', '...', '<end>']","[2, 61, 600, 19, 36, 1, 3]"
img/insta28149,<start> BOOM! vanityfair <end>,"['<start>', 'boom', '!', 'vanityfair', '<end>']","[2, 2759, 133, 1472, 3]"
img/insta28152,<start> Happy Birthday Pappa...I Love You! <end>,"['<start>', 'happy', 'birthday', 'pappa', '...', 'i', 'love', 'you', '!', '<end>']","[2, 21, 39, 11842, 1, 6, 11, 7, 133, 3]"
img/insta28153,<start> Thank You for my ; tanishqjewellery <end>,"['<start>', 'thank', 'you', 'for', 'my', ';', 'tanishqjewellery', '<end>']","[2, 27, 7, 15, 4, 4713, 11843, 3]"
img/insta28155,<start> all love... georginachapmanmarchesa kerencraigmarchesa <end>,"['<start>', 'all', 'love', '...', 'georginachapmanmarchesa', 'kerencraigmarchesa', '<end>']","[2, 32, 11, 1, 11844, 11845, 3]"
img/insta28156,<start> have fun at the game boys! championsleague <end>,"['<start>', 'have', 'fun', 'at', 'the', 'game', 'boys', '!', 'championsleague', '<end>']","[2, 82, 89, 22, 5, 129, 118, 133, 5102, 3]"
img/insta28157,<start> obsessed & addicted!give me more!NOW! CROWN <end>,"['<start>', 'obsessed', '&', 'addicted', '!', 'give', 'me', 'more', '!', 'now', '!', 'crown', '<end>']","[2, 398, 25, 1600, 133, 384, 14, 72, 133, 45, 133, 2511, 3]"
img/insta28163,<start> Au Revoir... <end>,"['<start>', 'au', 'revoir', '...', '<end>']","[2, 3223, 3224, 1, 3]"
img/insta28174,<start> Love You Ma... MothersDayEveryday <end>,"['<start>', 'love', 'you', 'ma', '...', 'mothersdayeveryday', '<end>']","[2, 11, 7, 1358, 1, 11848, 3]"
img/insta28184,<start> Happy Holi! <end>,"['<start>', 'happy', 'holi', '!', '<end>']","[2, 21, 2078, 133, 3]"
img/insta28187,<start> MOOD  <end>,"['<start>', 'mood', '<end>']","[2, 213, 3]"
img/insta28189,<start> MyGirls Happy Valentines Day! missingmygirls <end>,"['<start>', 'mygirls', 'happy', 'valentines', 'day', '!', 'missingmygirls', '<end>']","[2, 11850, 21, 1379, 36, 133, 11851, 3]"
img/insta28192,<start> & this... latelateshow j_corden <end>,"['<start>', '&', 'this', '...', 'latelateshow', 'j_corden', '<end>']","[2, 25, 16, 1, 2570, 3381, 3]"
img/insta28193,<start> this just happened... theellenshow <end>,"['<start>', 'this', 'just', 'happened', '...', 'theellenshow', '<end>']","[2, 16, 31, 1525, 1, 11852, 3]"
img/insta28194,<start> TheNewGirl instylemagazine <end>,"['<start>', 'thenewgirl', 'instylemagazine', '<end>']","[2, 11853, 11854, 3]"
img/insta28208,<start> cantwait 6thNov mtvema  <end>,"['<start>', 'cantwait', '6thnov', 'mtvema', '<end>']","[2, 5103, 11855, 11856, 3]"
img/insta28211,<start> soulfood mangalorebajji bangalore <end>,"['<start>', 'soulfood', 'mangalorebajji', 'bangalore', '<end>']","[2, 11857, 11858, 2628, 3]"
img/insta28212,<start> papermagazine papermagazine <end>,"['<start>', 'papermagazine', 'papermagazine', '<end>']","[2, 2629, 2629, 3]"
img/insta28213,<start> VanityFair vanityfair tommunrostudio <end>,"['<start>', 'vanityfair', 'vanityfair', 'tommunrostudio', '<end>']","[2, 1472, 1472, 11859, 3]"
img/insta28214,<start> look SerenaUnger XxX:TheReturnOfXanderCage <end>,"['<start>', 'look', 'serenaunger', 'xxx', ':', 'thereturnofxandercage', '<end>']","[2, 54, 11860, 8387, 345, 1, 3]"
img/insta28217,<start> deepikapadukone wishes everyone a Happy RepublicDay.  <end>,"['<start>', 'deepikapadukone', 'wishes', 'everyone', 'a', 'happy', 'republicday', '.', '<end>']","[2, 3423, 1381, 271, 8, 21, 11862, 1, 3]"
img/insta28233,<start> deepikapadukone wishes you all a very Happy Diwali! <end>,"['<start>', 'deepikapadukone', 'wishes', 'you', 'all', 'a', 'very', 'happy', 'diwali', '!', '<end>']","[2, 3423, 1381, 7, 32, 8, 269, 21, 948, 133, 3]"
img/insta28242,<start> BajiraoMastani Mastani FirstLook <end>,"['<start>', 'bajiraomastani', 'mastani', 'firstlook', '<end>']","[2, 11864, 11865, 11866, 3]"
img/insta28243,<start> PK Success Party ootn <end>,"['<start>', 'pk', 'success', 'party', 'ootn', '<end>']","[2, 11867, 2065, 116, 11868, 3]"
img/insta28245,<start> Hello Bangladesh Lux <end>,"['<start>', 'hello', 'bangladesh', 'lux', '<end>']","[2, 144, 11869, 2029, 3]"
img/insta28246,<start> Piku Meet & Greet <end>,"['<start>', 'piku', 'meet', '&', 'greet', '<end>']","[2, 1727, 304, 25, 2766, 3]"
img/insta28248,<start> Piku promotions on DIDSuperMoms. Dance Promotions <end>,"['<start>', 'piku', 'promotions', 'on', 'didsupermoms', '.', 'dance', 'promotions', '<end>']","[2, 1727, 1487, 17, 11870, 1, 353, 1487, 3]"
img/insta28250,<start> One more from Delhi promotions of Piku <end>,"['<start>', 'one', 'more', 'from', 'delhi', 'promotions', 'of', 'piku', '<end>']","[2, 56, 72, 52, 685, 1487, 19, 1727, 3]"
img/insta28251,<start> Delhi  Piku Promotions <end>,"['<start>', 'delhi', 'piku', 'promotions', '<end>']","[2, 685, 1727, 1487, 3]"
img/insta28252,<start> Piku promotions on Comedy Nights With Kapil Crazy Fun <end>,"['<start>', 'piku', 'promotions', 'on', 'comedy', 'nights', 'with', 'kapil', 'crazy', 'fun', '<end>']","[2, 1727, 1487, 17, 3657, 231, 13, 5104, 397, 89, 3]"
img/insta28253,<start> Piku promotions on Extraaa Innings Cricket IPL <end>,"['<start>', 'piku', 'promotions', 'on', 'extraaa', 'innings', 'cricket', 'ipl', '<end>']","[2, 1727, 1487, 17, 11871, 11872, 769, 2615, 3]"
img/insta28259,<start> Thank you Telegraph India ThrowbackThursday TBT <end>,"['<start>', 'thank', 'you', 'telegraph', 'india', 'throwbackthursday', 'tbt', '<end>']","[2, 27, 7, 11873, 949, 1304, 221, 3]"
img/insta28262,<start> Thank you Screen Awards for Best Actor - Popular Choice <end>,"['<start>', 'thank', 'you', 'screen', 'awards', 'for', 'best', 'actor', '-', 'popular', 'choice', '<end>']","[2, 27, 7, 2886, 524, 15, 47, 3450, 148, 4480, 969, 3]"
img/insta28263,<start> Thank you Star Guild!! EntertainerOfTheYear Award <end>,"['<start>', 'thank', 'you', 'star', 'guild', '!', '!', 'entertaineroftheyear', 'award', '<end>']","[2, 27, 7, 710, 11876, 133, 133, 11875, 1747, 3]"
img/insta28264,<start> Ready for the Star Guild Awards <end>,"['<start>', 'ready', 'for', 'the', 'star', 'guild', 'awards', '<end>']","[2, 96, 15, 5, 710, 11876, 524, 3]"
img/insta28266,<start> Back to School... <end>,"['<start>', 'back', 'to', 'school', '...', '<end>']","[2, 51, 9, 319, 1, 3]"
img/insta28268,<start> Can't resist that badminton racquet FunOnTheSetsOfPiku <end>,"['<start>', 'ca', ""n't"", 'resist', 'that', 'badminton', 'racquet', 'funonthesetsofpiku', '<end>']","[2, 2123, 1, 3727, 61, 11877, 11878, 11879, 3]"
img/insta28270,<start> Red carpet look for Happy New Year's Dubai premiere  <end>,"['<start>', 'red', 'carpet', 'look', 'for', 'happy', 'new', 'year', ""'s"", 'dubai', 'premiere', '<end>']","[2, 280, 1200, 54, 15, 21, 23, 543, 437, 804, 1114, 3]"
img/insta28274,<start> Thank you Star and Box Office India! <end>,"['<start>', 'thank', 'you', 'star', 'and', 'box', 'office', 'india', '!', '<end>']","[2, 27, 7, 710, 12, 1060, 1194, 949, 133, 3]"
img/insta28276,<start> HappyNewYear Chennai Saree <end>,"['<start>', 'happynewyear', 'chennai', 'saree', '<end>']","[2, 11882, 2614, 5105, 3]"
img/insta28278,<start> Lovely  <end>,"['<start>', 'lovely', '<end>']","[2, 558, 3]"
img/insta28280,<start> Finding Fanny... and biryani! <end>,"['<start>', 'finding', 'fanny', '...', 'and', 'biryani', '!', '<end>']","[2, 3127, 4012, 1, 12, 12446, 133, 3]"
img/insta28282,<start> ChampionsLeague Lisbon <end>,"['<start>', 'championsleague', 'lisbon', '<end>']","[2, 5102, 3383, 3]"
img/insta28283,<start> NDTV Award <end>,"['<start>', 'ndtv', 'award', '<end>']","[2, 11884, 1747, 3]"
img/insta28286,<start> Launching the HPVoiceTab in Delhi <end>,"['<start>', 'launching', 'the', 'hpvoicetab', 'in', 'delhi', '<end>']","[2, 2821, 5, 11885, 10, 685, 3]"
img/insta28287,<start> A Jade saree & Amrapali jewels for Ahana's reception <end>,"['<start>', 'a', 'jade', 'saree', '&', 'amrapali', 'jewels', 'for', 'ahana', ""'s"", 'reception', '<end>']","[2, 8, 11886, 5105, 25, 11887, 3573, 15, 1, 437, 11889, 3]"
img/insta28289,<start> At the Big Star Entertainment Awards. :-) <end>,"['<start>', 'at', 'the', 'big', 'star', 'entertainment', 'awards', '.', ':', '-', ')', '<end>']","[2, 22, 5, 105, 710, 4705, 524, 1, 345, 148, 530, 3]"
img/insta28290,<start> In a Sabyasachi creation <end>,"['<start>', 'in', 'a', 'sabyasachi', 'creation', '<end>']","[2, 10, 8, 5042, 2495, 3]"
img/insta28291,<start> With the legendary filmmaker Martin Scorsese <end>,"['<start>', 'with', 'the', 'legendary', 'filmmaker', 'martin', 'scorsese', '<end>']","[2, 13, 5, 2044, 11890, 2487, 11891, 3]"
img/insta28292,<start> First look lux <end>,"['<start>', 'first', 'look', 'lux', '<end>']","[2, 132, 54, 2029, 3]"
img/insta28293,<start> When you find the perfect earrings <end>,"['<start>', 'when', 'you', 'find', 'the', 'perfect', 'earrings', '<end>']","[2, 57, 7, 391, 5, 469, 2454, 3]"
img/insta28294,<start> In Dolce <end>,"['<start>', 'in', 'dolce', '<end>']","[2, 10, 819, 3]"
img/insta28295,<start> Shirt-styled Kurta by Rahul Mishra <end>,"['<start>', 'shirt-styled', 'kurta', 'by', 'rahul', 'mishra', '<end>']","[2, 11892, 11893, 28, 11894, 11895, 3]"
img/insta28296,<start> Ishqyuan Dhishqyuan at a mall <end>,"['<start>', 'ishqyuan', 'dhishqyuan', 'at', 'a', 'mall', '<end>']","[2, 11896, 11897, 22, 8, 1883, 3]"
img/insta28297,<start> For Jaipur city tour <end>,"['<start>', 'for', 'jaipur', 'city', 'tour', '<end>']","[2, 15, 5107, 223, 95, 3]"
img/insta28298,<start> Good Morning. :-) <end>,"['<start>', 'good', 'morning', '.', ':', '-', ')', '<end>']","[2, 33, 55, 1, 345, 148, 530, 3]"
img/insta28299,<start> Outfit by Mary Katrantzou at Le Mill <end>,"['<start>', 'outfit', 'by', 'mary', 'katrantzou', 'at', 'le', 'mill', '<end>']","[2, 402, 28, 1377, 11898, 22, 1755, 11899, 3]"
img/insta28301,<start> Ram-leela Dubai <end>,"['<start>', 'ram-leela', 'dubai', '<end>']","[2, 11900, 804, 3]"
img/insta28302,<start> Goliyon Ki Raasleela <end>,"['<start>', 'goliyon', 'ki', 'raasleela', '<end>']","[2, 11901, 2079, 11902, 3]"
img/insta28303,<start> RamLeela promotions <end>,"['<start>', 'ramleela', 'promotions', '<end>']","[2, 11903, 1487, 3]"
img/insta28304,<start> Lahu Munh Lag Gaya <end>,"['<start>', 'lahu', 'munh', 'lag', 'gaya', '<end>']","[2, 11904, 11905, 1437, 2085, 3]"
img/insta28305,<start> Co-created my clothing line with Van Heusen! iamwearingme <end>,"['<start>', 'co-created', 'my', 'clothing', 'line', 'with', 'van', 'heusen', '!', 'iamwearingme', '<end>']","[2, 11906, 4, 2266, 1326, 13, 2502, 1, 133, 11908, 3]"
img/insta28313,<start> No thinking . Just doing. liberty <end>,"['<start>', 'no', 'thinking', '.', 'just', 'doing', '.', 'liberty', '<end>']","[2, 74, 1266, 1, 31, 446, 1, 4708, 3]"
img/insta28315,<start> It’s ok to be u. <end>,"['<start>', 'it', '’', 's', 'ok', 'to', 'be', 'u', '.', '<end>']","[2, 20, 1, 468, 635, 9, 41, 35, 1, 3]"
img/insta28316,<start> Mindful posing. ilovetravelling see u soon Rotterdam. <end>,"['<start>', 'mindful', 'posing', '.', 'ilovetravelling', 'see', 'u', 'soon', 'rotterdam', '.', '<end>']","[2, 11909, 5083, 1, 11910, 70, 35, 136, 11911, 1, 3]"
img/insta28319,<start> When you become the pose. Or has the pose become you? <end>,"['<start>', 'when', 'you', 'become', 'the', 'pose', '.', 'or', 'has', 'the', 'pose', 'become', 'you', '?', '<end>']","[2, 57, 7, 2043, 5, 567, 1, 146, 226, 5, 567, 2043, 7, 412, 3]"
img/insta28320,"<start> Like she says , the calm before the WAR ;) <end>","['<start>', 'like', 'she', 'says', ',', 'the', 'calm', 'before', 'the', 'war', ';', ')', '<end>']","[2, 37, 78, 893, 1, 5, 738, 214, 5, 2486, 4713, 530, 3]"
img/insta28322,<start> Contemplating my next move to win the War!  <end>,"['<start>', 'contemplating', 'my', 'next', 'move', 'to', 'win', 'the', 'war', '!', '<end>']","[2, 4102, 4, 191, 1242, 9, 593, 5, 2486, 133, 3]"
img/insta28332,<start> Sun suits me selfie <end>,"['<start>', 'sun', 'suits', 'me', 'selfie', '<end>']","[2, 348, 4525, 14, 145, 3]"
img/insta28338,<start> took a selfie. Liked it. then posted it. keepitsimple <end>,"['<start>', 'took', 'a', 'selfie', '.', 'liked', 'it', '.', 'then', 'posted', 'it', '.', 'keepitsimple', '<end>']","[2, 442, 8, 145, 1, 2358, 20, 1, 388, 1523, 20, 1, 11913, 3]"
img/insta28342,<start> GQ nights. <end>,"['<start>', 'gq', 'nights', '.', '<end>']","[2, 743, 231, 1, 3]"
img/insta28344,<start> Get out of your own way. Keepgoing <end>,"['<start>', 'get', 'out', 'of', 'your', 'own', 'way', '.', 'keepgoing', '<end>']","[2, 64, 30, 19, 49, 376, 110, 1, 5108, 3]"
img/insta28347,<start> Even nature wraps itself in the holy shades here. banaras <end>,"['<start>', 'even', 'nature', 'wraps', 'itself', 'in', 'the', 'holy', 'shades', 'here', '.', 'banaras', '<end>']","[2, 245, 2003, 11914, 2220, 10, 5, 2530, 742, 100, 1, 11915, 3]"
img/insta28349,<start> Never met a sunset I didn't like  nofilter <end>,"['<start>', 'never', 'met', 'a', 'sunset', 'i', 'did', ""n't"", 'like', 'nofilter', '<end>']","[2, 113, 211, 8, 448, 6, 239, 1, 37, 1028, 3]"
img/insta28355,<start> In the unseen love story ... the Heart sees all. Kaabil <end>,"['<start>', 'in', 'the', 'unseen', 'love', 'story', '...', 'the', 'heart', 'sees', 'all', '.', 'kaabil', '<end>']","[2, 10, 5, 11916, 11, 519, 1, 5, 165, 11917, 32, 1, 11918, 3]"
img/insta28356,<start> And we begin. letthemusicflow themindseesall <end>,"['<start>', 'and', 'we', 'begin', '.', 'letthemusicflow', 'themindseesall', '<end>']","[2, 12, 34, 658, 1, 11919, 11920, 3]"
img/insta28362,<start> The darkness was his playground. MindSeesAll <end>,"['<start>', 'the', 'darkness', 'was', 'his', 'playground', '.', 'mindseesall', '<end>']","[2, 5, 11921, 73, 134, 5109, 1, 11922, 3]"
img/insta28369,<start> Thank you for the love Ahmedabad! MohenjoDaro <end>,"['<start>', 'thank', 'you', 'for', 'the', 'love', 'ahmedabad', '!', 'mohenjodaro', '<end>']","[2, 27, 7, 15, 5, 11, 3456, 133, 5110, 3]"
img/insta28379,<start> It's time. MohenjoDaro ItBegins Historyinthemaking <end>,"['<start>', 'it', ""'s"", 'time', '.', 'mohenjodaro', 'itbegins', 'historyinthemaking', '<end>']","[2, 20, 437, 42, 1, 5110, 11924, 11925, 3]"
img/insta28390,<start> Looks like I have a new chair for the living room. <end>,"['<start>', 'looks', 'like', 'i', 'have', 'a', 'new', 'chair', 'for', 'the', 'living', 'room', '.', '<end>']","[2, 291, 37, 6, 82, 8, 23, 2021, 15, 5, 724, 307, 1, 3]"
img/insta28391,<start> And that's how I keep in shape. <end>,"['<start>', 'and', 'that', ""'s"", 'how', 'i', 'keep', 'in', 'shape', '.', '<end>']","[2, 12, 61, 437, 77, 6, 403, 10, 4328, 1, 3]"
img/insta28394,<start> Ganga Nadi  <end>,"['<start>', 'ganga', 'nadi', '<end>']","[2, 11926, 11927, 3]"
img/insta28403,<start> Never let the dhamaka in you dwindle  <end>,"['<start>', 'never', 'let', 'the', 'dhamaka', 'in', 'you', 'dwindle', '<end>']","[2, 113, 192, 5, 5111, 10, 7, 11928, 3]"
img/insta28404,"<start> Like mother, like daughter  <end>","['<start>', 'like', 'mother', ',', 'like', 'daughter', '<end>']","[2, 37, 672, 1, 37, 889, 3]"
